Unnamed: 0,model,price,rating,processor,core,ram,memory,graphic_card,display,os,warrenty
492,Air Falcon Series 14ADL5 laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹33,590",4.45,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,Intel Integrated UHD,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
493,Air Falcon Series laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹25,890",4.2,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,512 GB SSD,Intel Integrated UHD,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
494,HP 14-gr1022TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11 Home),"₹67,490",4.3,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Arc Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
495,Acer Aspire 3 A324-45 Laptop (Intel Core Celeron N4500/ 8GB/ 512GB SSD/ Win11),"₹22,990",4.35,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
496,Acer Aspire 3 14 A324-45 Laptop (Intel Core Celeron N4500/ 8GB/ 256GB SSD/ Win11),"₹21,490",4.25,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
497,HP Chromebook 14a-nf0017tu Laptop (Intel Core i3-N305/ 8GB/ 256GB UFS/ Chrome OS),"₹46,990",4.45,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB LPDDR5 RAM,256 GB Hard Disk,Intel Integrated UHD,"14 inches, 1080 x 1920 pixels, Touch Screen",Chrome OS,1 Year Warranty
498,Thomson Neo 15  IN-N15I712 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11 Home),"₹43,990",4.5,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
499,Thomson Neo 15 IN-N15I312 Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),"₹27,490",4.2,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,256 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
500,Dell XPS 13 9345 AI Laptops (Snapdragon X Elite X1E-80-100/ 16GB/ 512GB SSD/ Win11),"₹1,41,583",4.25,Qualcomm Snapdragon X Elite X1E-80-100,12 Cores,16 GB LPDDR5X RAM,512 GB SSD,Qualcomm Adreno GPU,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
501,HP Chromebook x360 14b-cd0012TU Laptop (Intel Processor N200/ 8GB/ 128GB UFS/ Chrome OS),"₹40,990",4.05,Intel N200 N200,"Quad Core, 4 Threads",8 GB LPDDR5 RAM,128 GB Hard Disk,Intel Integrated UHD,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS OS,1 Year Warranty
502,Acer Aspire 3D 15 SpatialLabs Edition  A3D15-71GM 3D Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB RTX 4050),"₹1,74,990",4.4,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 3840 x 2160 pixels",Windows 11 OS,2 Year Warranty
503,Acer Aspire 3 A325-45 Laptop (Intel Core Celeron N4500/ 8GB/ 512GB SSD/ Win11),"₹22,990",4.2,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
504,Lenovo Ideapad 5 83DR003BIN ‎2-in-1 Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 Home),"₹77,690",4.0,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB LPDDR5X RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
505,Lenovo Ideapad 5 ‎14AHP9 2-in-1 83DR003DIN Laptop (AMD Ryzen 5 8645HS/ 16GB/ 512GB SSD/ Win11 Home),"₹72,690",4.5,8th Gen AMD Ryzen 5 8645HS,"Hexa Core, 12 Threads",16 GB LPDDR5X RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
506,Microsoft Surface Pro 11 ‎ZIB-00031 Laptop (Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),"₹1,80,990",4.45,Qualcomm Snapdragon X Elite,12 Cores,16 GB LPDDR5x RAM,1 TB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
507,Microsoft Surface Pro 11 2024 ‎ZID-00014 Laptop (Snapdragon X Elite/ 32GB/ 1TB SSD/ Win11),"₹2,32,990",4.6,Qualcomm Snapdragon X Elite,12 Cores,32 GB LPDDR5x RAM,1 TB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
508,Microsoft Surface Laptop 7 ‎ZGM-00023 (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win11),"₹1,30,019",4.5,Qualcomm Snapdragon X Plus,10 Cores,16 GB LPDDR5x RAM,512 GB SSD,Qualcomm Adreno GPU,"13.8 inches, 2304 x 1536 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
509,Thomson Neo Series IN-N14C Laptop (Intel Celeron N4020/ 4 GB/128 GB SSD/Win11 Home),"₹14,990",4.2,Intel Celeron N4020,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,128 GB SSD,Intel Integrated UHD,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
510,Microsoft Surface Pro 11 2024 ‎ZHY-00032 Laptop (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win11),"₹1,31,990",4.5,Qualcomm Snapdragon X Plus,10 Cores,16 GB LPDDR5x RAM,256 GB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
511,Microsoft Surface Laptop 7 15 ‎‎ZYT-00048 (Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),"₹1,78,990",4.7,Qualcomm Snapdragon X Elite,12 Cores,16 GB ‎LPDDR5x RAM,1 TB SSD,Qualcomm Adreno GPU,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
512,Microsoft Surface Laptop 7 13.8 ‎‎ZGQ-00023 (Snapdragon X Elite/ 32GB/ 1TB SSD/ Win11),"₹2,02,990",4.25,Qualcomm Snapdragon X Elite,12 Cores,32 GB ‎LPDDR5x RAM,1 TB SSD,Qualcomm Adreno GPU,"13.8 inches, 2304 x 1536 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
513,HP Chromebook x360 14b-cd0014TU Laptop (Intel Core i3-N305/ 8GB/ 256GB UFS/ Chrome OS),"₹41,641",4.15,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB LPDDR5 RAM,256 GB Hard Disk,Intel Integrated UHD,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS OS,1 Year Warranty
514,Acer Aspire Lite UN.34ESI.005 Gaming Laptop ( Intel Core i3 1305U / 8GB/ 512GB SSD/ Win11),"₹30,990",4.35,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
515,Lenovo Ideapad Gaming 3 15ARH7 82SB00QSIN Laptop (AMD Ryzen 7 7735HS / 16GB/ 512GB SSD/ Win11/ 6GB Graph RTX 3050),"₹76,250",4.5,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
516,HP Chromebook 14a-nf0014tu Laptop (Intel Processor N100/ 4GB/ 64GB UFS/ Chrome OS),"₹29,610",4.35,Intel N100 N100,"Quad Core, 4 Threads",4 GB LPDDR5 RAM,64 GB Hard Disk,Intel Integrated UHD,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS,1 Year Warranty
517,HP Pavilion Aero 13-bg0016AU Laptop (AMD Ryzen 5 8640U/ 16GB / 512GB SSD/ Win11),"₹78,490",4.75,8th Gen AMD Ryzen 5 8640U,"Hexa Core, 12 Threads",16 GB LPDDR5x RAM,512 GB SSD,AMD Radeon AMD,"13.3 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
518,Lenovo IdeaPad Slim 3 14IRU8 82X6004GIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,190",4.35,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
519,Lenovo IdeaPad Slim 5 ‎15IRU9 83E6001JIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),"₹60,690",4.5,Intel Core 5 Processor Series 1 120U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5x RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
520,Gigabyte G5 MF5-52IN354SH Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹91,257",4.6,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
521,Gigabyte G5 KF5-H3IN353SH Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,07,116",4.1,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
522,MSI Modern 15 H AI C1MG-045IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),"₹65,990",4.7,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,1 TB SSD,Intel Arc Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
523,MSI Katana A17 AI B8VE-884IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹99,990",4.65,8th Gen AMD Ryzen 9 8945HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
524,HP 15s-fy5011TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹33,990",4.05,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
525,Dell 16 Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹89,990",4.05,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
526,Lenovo Ideapad Gaming 3 15ARH7 82SB00QKIN Laptop (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹70,990",4.2,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
527,Asus TUF Gaming F15 FX507VU-LP210W Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹96,990",4.2,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
528,Asus Vivobook 16 X1605ZAC-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",4.05,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
529,Lenovo IdeaPad Slim 3 82RJ00FGIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹30,591",4.4,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
530,Asus Vivobook S 15 OLED 2024 S5506MA-MA951WS Laptop (Intel Core Ultra 9 185H/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",4.05,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Arc,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty
531,MSI Crosshair 16 HX Monster Hunter Edition D14VFKG-408IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX4060),"₹1,67,990",4.4,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
532,Dell G15-5535 Gaming Laptop (AMD Ryzen 5 7640HS/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),"₹79,990",4.65,7th Gen AMD Ryzen 5 7640HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
533,Lenovo LOQ 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),"₹87,990",4.25,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",24 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
534,Lenovo IdeaPad 5i 83DT004SIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),"₹80,690",4.7,Intel Core 5 120U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Intel,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
535,Lenovo IdeaPad Slim 3 14IAH8 83EQ0063IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹48,000",4.2,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
536,Asus TUF Gaming A15 FA506NC-HN083W Laptop (AMD Ryzen 5 7535HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),"₹63,289",4.75,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
537,Lenovo IdeaPad Slim 5 14IMH9 83DA0002IN Laptop (Intel Core Ultra 5 125H/ 16 GB RAM/ 512GB SSD/ Win 11),"₹73,190",4.0,Intel Core Ultra 5 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Intel Arc,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
538,Lenovo IdeaPad Slim 3 15IRH8 83EM009YIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹63,890",4.25,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
539,HP Victus 15-fb2117AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹91,990",4.5,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
540,Asus Vivobook S 15 OLED 2024 S5507QAD-MA751WS Laptop (Qualcomm Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),"₹99,990",4.6,Qualcomm Snapdragon X Elite X1E 78 100,"12 Cores, 12 Threads",16 GB LPDDR5X RAM,1 TB SSD,Qualcomm Adreno GPU,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty
541,HP Victus 15-fb2114AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹88,490",4.1,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
542,Lenovo IdeaPad 1 14IGL7 82V6009LIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),"₹24,490",4.55,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
543,HP Spectre x360 16-aa0015TU Laptop ( Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),"₹1,57,700",4.05,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5x RAM RAM,1 TB SSD,Intel Arc Graphics,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
544,Lenovo IdeaPad Slim 3 83EQ005VIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹48,499",4.55,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
545,Acer Aspire 3 A324-51 UN.343SI.00A Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹46,990",4.2,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,1 TB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
546,Dell 16 XPS 9640 OLED Laptop ( Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),"₹3,66,244",4.0,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.3 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
547,Dell XPS 16 9640 OLED Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),"₹3,08,813",4.75,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.3 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
548,MSI Modern 15 H AI C1MG-046IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11 Home),"₹61,990",4.35,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Arc Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
549,MSI Katana A15 AI B8VF-447IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 512GB SSD/ Win11 /8GB Graph),"₹1,19,990",4.25,8th Gen AMD Ryzen 9 8945HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1080 x 1920 pixels",Windows 11 OS,2 Year Warranty
550,MSI Modern 15 H B13M-224IN Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),"₹69,990",4.6,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
551,MSI Cyborg 15 A13VFK-1079IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,14,990",4.45,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
552,MSI Katana A17 AI B8VG-868IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,39,990",4.2,8th Gen AMD Ryzen 9 8945HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
553,Infinix Zero Book Ultra AI ZL514 Laptop ( Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11 Home),"₹57,990",4.55,Intel Core Ultra 5 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Intel Arc,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
554,MSI Modern 14 C12MO-1204IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",4.1,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
555,HP EliteBook Ultra AI PC Laptop (Snapdragon X Elite / 16GB/ 512GB SSD/ Win11),"₹1,69,990",4.35,Qualcomm Snapdragon X Elite,16 GB LPDDR5X RAM,512 GB SSD,Qualcomm Adreno GPU,"14 inches, 2240 x 1400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,Backlit Keyboard
556,MSI Stealth 18 AI Studio A1VHG-023IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 12GB RTX 4080 Graph),"₹2,89,990",4.45,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,2 TB SSD,12 GB NVIDIA GeForce RTX 4080,"18 inches, 3840 x 2400 pixels",Windows 11 OS,2 Year Warranty
557,Gigabyte Aorus 16X ASG-63USC65SH Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,990",4.0,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
558,MSI Modern 14 C12MO-1202IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹47,990",4.75,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
559,MSI Modern 14 C12MO-1203IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹39,990",4.65,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
560,MSI Thin 15 B12UCX-1693IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB RTX 2050 Graph),"₹67,990",4.65,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
561,HP Pavilion Plus 14-ew1082TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11),"₹87,990",4.6,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,Intel Graphics,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
562,Asus Zenbook 14 OLED 2024 UX3405MA-PZ962WS Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home),"₹1,44,990",4.4,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,Intel Arc Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
563,HP 15s-fy5008TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹44,999",4.1,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
564,Asus Vivobook 16X K3605ZF-MBN546WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹61,990",4.25,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
